,Unnamed: 0,index,start,end,transcription,source,lang,full_path_infile,full_path_outfile,log_file_name,recognized
1303,1303,1303,2350.397,2354.489,Ŋămcaqyaqdaŋăwărorkihtoqǒlaŋăwăr[nyeracbortʃiwo].,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1303.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1303.log,spuːsjɛləoːvərvɔtəndɔdaakətʃ
1304,1304,1304,2365.264,2366.4410000000003,"orkih,orkihnyayuhŋaq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1304.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1304.log,-
1305,1305,1305,2366.4410000000003,2368.124,tiŋămcidohŋarkăkoqyaqtyenyewaŋgudaq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1305.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1305.log,ktuːakojetsi5uːkuːzə
1306,1306,1306,2371.375,2371.762,Ti,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1306.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1306.log,iː
1307,1307,1307,2373.472,2375.607,"A,lukluklukoh,tilukqyaq",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1307.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1307.log,anokakukuftʃimutja
1308,1308,1308,2375.607,2376.919,"Maqniwq:«Ŋobhsyudbyakoluk,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1308.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1308.log,maɪhuːtʃeekalkaː
1309,1309,1309,2376.919,2378.064,oralukqyaqŋamdyoda,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1309.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1309.log,vakujaamdʒuːða
1310,1310,1310,2378.541,2380.16,maqniwqmiyaahnyahsirtamaqniwq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1310.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1310.log,maɲumujaɲaθltemaɲ
1311,1311,1311,2380.16,2383.682,Titikawnamaqniwqmǣndyambănhŋilʹnyahyanhmǣnhyeqŋaqlăngrinhsirtamaqniwq»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1311.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1311.log,keːkaʊəmanadamanaiːmasalətʊtəman
1312,1312,1312,2384.159,2384.653,Maqniwh:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1312.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1312.log,an
1313,1313,1313,2385.713,2388.507,"Mǣqmandayalyandtănyabhmaqniwqmiŋgărpiyāndatyebăŋgu».
",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1313.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1313.log,uampeʎattavauntaɲamaɲmukarmaepujentetʃemtu
1314,1314,1314,2389.12,2389.572,Timaqniwq:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1314.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1314.log,-
1315,1315,1315,2389.572,2390.844,Ŋămcaăndatyebbăqnandamaqniwqan».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1315.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1315.log,santətjeːəntamanjihan
1316,1316,1316,2391.326,2393.858,Ŋămcaăndātyebbătaŋgănaniŋaqtikarŋanihnisyerŋa»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1316.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1316.log,tandaɡeːvɔtiːnthafəniːiːdiːiːʃtamaniːç
1317,1317,1317,2394.939,2398.074,Muŋgohpyayăbitănyaŋiǣwăndatănăwandasyerhnyenǣsyandaŋodhtikăanalukŋamdi,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1317.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1317.log,seːtniːnanmentntetattikamaasant
1318,1318,1318,2399.604,2404.748,"Tikilukămdtaslaăyatadpitărmandayaandatyukumǣqyadatiorkihpiyǎraaniwŋaqaniq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1318.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1318.log,kikumukomtepaːslahajatapitermadiantetʃikoramojedikorkupujeɾaɲeumaɲ
1319,1319,1319,2404.748,2411.552,tănyaŋădʹbătaăryoymyuykocyǎdatamӣndamalyēanihlukqyaqmǣndapaandhtidǣndapaăndhtahmăntǣyq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1319.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1319.log,deniŋɡaioterparoipojpoɟedaiːtaɪmentmdeɲepotjaːsotavandetuintavantamote
1320,1320,1320,2416.1910000000003,2419.383,Tikiŋinăndamuŋgsăwǣyhirindaărtaŋindaŋǣqnisawqtăryemhanaqnidawh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1320.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1320.log,ikumntarmusaaɪðetaftuaniːnça
1321,1321,1321,2419.383,2423.722,"syenyǎnaărtanisyǎndaŋinŋǣqniwq[nyeracbortʃiwo].
",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1321.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1321.log,snatʃtiaʃtʃʃtan
1322,1322,1322,2426.755,2428.595,Timyakandaayaanihtădawa,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1322.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1322.log,atajaa
1323,1323,1323,2428.595,2431.16,syudbyawǣsăkohnyenyunhmaqniwq:«Mănʹmyakniandadmh»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1323.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1323.log,ʃbasaiːnanaka
1324,1324,1324,2456.387,2457.448,ănohtǣta,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1324.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1324.log,anutete
1325,1325,1325,2458.6020000000003,2459.393,ănohtǣta.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1325.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1325.log,anuteta
1326,1326,1326,2461.41,2463.061,ănohtǣtāanih,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1326.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1326.log,mutataːɲe
1327,1327,1327,2463.876,2465.471,minyahtăryemhodaMiniko,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1327.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1327.log,meɲantɹiɡuwaðamiɲukɐ
1328,1328,1328,2466.24,2467.31,Siqiwyurhuryoda,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1328.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1328.log,ximurkuuza
1329,1329,1329,2470.237,2472.212,Siqiwyurhuryodaasryoonailye,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1329.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1329.log,aaçiːirpoatasaŋkɾneɡiʎe
1330,1330,1330,2475.552,2476.6020000000003,"Nyanda,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1330.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1330.log,ɲamteei
1331,1331,1331,2476.6020000000003,2478.551,nyahtăryemhodaMiniko,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1331.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1331.log,jantɨnbazaɪmiɲuːpu
1332,1332,1332,2480.868,2483.115,Siqiwyurhuryodahǣŋgă̌rimhmǣqŋaq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1332.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1332.log,iːenjuːjukuɾiteaɡɾimona
1333,1333,1333,2486.426,2487.154,ănohtǣtā,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1333.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1333.log,mote
1334,1334,1334,2488.677,2490.597,Siqiwyurquryodahtǣdasiqiwyonarq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1334.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1334.log,ɕiːʊzaɪtntəɕiːŋjɔn
1335,1335,1335,2498.256,2498.906,"nuwohadăna,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1335.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1335.log,uːkavan
1336,1336,1336,2498.906,2502.001,"nuwohsaryoănamaqniwhsiqiwyurhuryodahmaqniwqǣŋgrimhmǣqŋawaq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1336.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1336.log,ausaɪɾenamanjoiθiuɾukuɾezamanuaeanɡɾimanoɡo
1337,1337,1337,2502.327,2502.763,mǣqŋadmh.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1337.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1337.log,amat
1338,1338,1338,2503.428,2504.784,Tǣǣbinitinimaqniwqtiŋǣqniwh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1338.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1338.log,tevintiɲimaldʒiːinuː
1339,1339,1339,2505.368,2505.85,tahŋǣdakiq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1339.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1339.log,daːmiːp
1340,1340,1340,2505.85,2509.265,sirahŋǣdakihsiqiwyurquryodamhsyaartămboyhnidohyuribyuq–,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1340.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1340.log,seɾonɡidekimaɲooʃiuropureduʃatkoniɲeeeruvi
1341,1341,1341,2509.265,2509.938,nyenyaŋgqŋǣdakiq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1341.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1341.log,aka
1342,1342,1342,2509.938,2510.562,tăŋihŋǣdakiq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1342.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1342.log,piloiːde
1343,1343,1343,2510.563,2511.436,adqŋǣdakiq,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1343.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1343.log,haiːd
1344,1344,1344,2513.783,2514.6620000000003,Ŋuliqtǣtaănya.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1344.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1344.log,tet
1345,1345,1345,2516.375,2518.192,"A,nyahtăryemhoda.",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1345.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1345.log,aɲantʌmkoda
1346,1346,1346,2520.303,2522.954,NyumdyaanihTuhyashputko,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1346.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1346.log,umdʒaːɲiduːjasupuːt
1347,1347,1347,2523.911,2524.839,Tuhyashputko.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1347.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1347.log,s
1348,1348,1348,2526.669,2530.513,Tuhyashputkorsyaqniqrindaŋohŋǣbqnandaŋoh–,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1348.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1348.log,uːjesbuːtkarçennindovonɡeːvnandamo
1349,1349,1349,2531.87,2533.091,tarhyaqŋǣpuqlǣyq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1349.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1349.log,parjaapulaɪt
1350,1350,1350,2533.706,2535.238,Siqiwyurquryodamda…,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1350.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1350.log,irbodantatʃman
1351,1351,1351,2580.34,2582.779,"Tădawanumhnarahnyaŋǣŋǣpilibtariqayō,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1351.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1351.log,tadhaɡunnarɲaɲaeplitirikaʎo
1352,1352,1352,2585.138,2586.436,ayertayadyemya,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1352.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1352.log,ajirtaɡiadine
1353,1353,1353,2589.569,2592.746,Towasăwadamannaqmaqŋobh,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1353.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1353.log,htatwadʌmfmanmoːl
1354,1354,1354,2592.746,2593.873,syaqniqŋǣdakǣ̄q,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1354.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1354.log,ɕnaɪliːtk
1355,1355,1355,2594.575,2595.689,āndasiidlaăna,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1355.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1355.log,antaçiːrlana
1356,1356,1356,2596.51,2596.868,maqniwq:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1356.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1356.log,aːn
1357,1357,1357,2596.869,2598.56,"Tyuquytiqninyamayambidyatănya,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1357.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1357.log,tʃoitʃiːɲiɲimajampðeðee
1358,1358,1358,2598.56,2599.13,tănyaŋgu»,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1358.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1358.log,taɲeku
1359,1359,1359,2600.108,2601.486,Maqniwq:«Ŋudartikawnaŋǣdabtaărkărt,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1359.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1359.log,maːɲiːmudartʃikamattaka
1360,1360,1360,2601.486,2603.516,"manyerhorkihyaykocyamhsyurŋadamcʹtikanh».
",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1360.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1360.log,maɲerborkʌʎeːotʲimpietntʃika
1361,1361,1361,2607.007,2610.659,Titikăndaasăwadatăryemhsyurpimǣkocyadămda,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1361.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1361.log,tʃiːfandahaːθavadaɪtriːmʃuːrpjmakotʃaːnte
1362,1362,1362,2611.094,2612.735,"ănyaŋǣǣna,ănyaŋǣǣnayǎŋgodawa",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/1362.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/1362.log,ɲaːmaːnhɲaːniː
